,Tweet,Label,preprocessing_text,text_len
2024,@caul_tanjung Iya sih.. Krn pemerintahya mmng brengsek..!!,1,iya sih perintah memang berengsek,5
2025,"@kookiesdin Bisa2nya gw kasihan sm julio brengsek, kak lo memang ahli membolak-balikan hati readers",0,nya kasihan sama julio berengsek kakak kamu memang ahli bolak balik hati readers,13
2026,BAKAL JD HARI YG PANJANG DAN BRENGSEK,0,bakal jadi hari panjang berengsek,5
2027,lu zhishu brengsek ngomong seenak jidat aja lu sini gue gaplok,1,kamu zhishu berengsek bicara enak jidat kamu sini gaplok,9
2028,@IwanKurus8 @abu_waras Rezim brengsek tak berguna buat bangsa dan negara...! Utang itu siapa yang makan?,1,rezim berengsek guna buat bangsa negara utang siapa makan,9
2029,"ini bocah monyet, temen tongkrongan, mantan gue Abang abangan lu brengsekðŸ˜­ gue bukan yang type bisa pacaran di dalam satu lingkungan, jadi ayo para buaya mundur. tidak mempan di aku https://t.co/JIVqmO3ivP",1,bocah monyet teman tongkrong mantan abang abangan kamu berengsek bukan tipe pacar satu lingkung jadi ayo buaya mundur mempan aku,20
2030,Maaf yakk hahahahhahahaha gw emng brengsek nanti dosanya tinggal transfer via karma kokk wkwkwk,0,maaf haha memang berengsek dosa tinggal transfer via karma kok wkwk,11
2031,LPJ BENDAHARA TU KEK ANJG ANJSJHFKSHCKSJJC BRENGSEK BAJINGANNN,0,lpj bendahara anjing anjsjhfkshcksjjc berengsek bajing,6
2032,"Gak semua cowok itu brengsek! Lo belum nemuin yg tepat aja, makanya lo bisa ngomong begitu.",0,semua cowok berengsek kamu temu tepat kamu bicara,8
2033,Nyamuk adalah mahluk hidup paling brengsek yang pernah ada,0,nyamuk makhluk hidup paling berengsek pernah,6
2034,"@soursyale jangan menurutku kek ga cocok sih soalnya dari awal si naka tuh orangnya kek tulus jdi kalo tibaÂ² brengsek kek aneh gitu, kecuali kalo dia orangnya cuek baru deh nyambungÂ² aja, mending bkn masalahnya jadi tambah rumit aja deh kyk mempermainkan si dania trs endnya sidanianya kalah",0,jangan turut cocok sih soal awal sih nakal orang tulus jadi kalau tiba berengsek aneh kalau orang cuek baru deh sambung mending bukan masalah jadi tambah rumit deh main sih dania terus endnya sidanianya kalah,35
2035,"kenapa ya itu orang brengsek hidupnya makmur dan bahagia sama keluarga barunya, sedangkan gue disini menderita dan ngalamin banyak struggle buat nemuin diri sendiri dan bisa bertahan hidup itu susah, karena perbuatan dia?",0,orang berengsek hidup makmur bahagia sama keluarga baru sini derita alami banyak struggle buat temu diri sendiri tahan hidup susah buat,21
2036,@userndead @convomfs definisi lo brengsek setan,1,definisi kamu berengsek setan,4
2037,"Brengsek gw beneran takut cicak, dulu gw pernah lagi berdiri depan warung terus kejatohan cicak dan dia masuk ke rambut gw yg dikuncir dan menggeliat anjing gw ingetnya aja msh mau mati bgt rasanya https://t.co/QHWknizBy7",0,berengsek benar takut cicak dulu pernah diri depan warung terus jatuh cicak masuk rambut kuncir geliat anjing ingat mau mati sangat rasa,22
2038,"@Dennysiregar7 Sampah luuuuu ,cari duit hasil sebar hoax.... buzzerp brengsek https://t.co/YWZoAJHe8z",1,sampah kamu cari duit hasil sebar hoaks buzzerp berengsek,9
2039,"@_aurapositif HAHAHAHA brengsek salim Tidak peduli seberapa sederhanya dan ketidakjelasan kamu. Tapi bagi aku, kamu adalah kesempurnaan yang memiliki kejelasan @salmonntela",0,haha berengsek salim peduli berapa sederhana ketidakjelasan kamu aku kamu sempurna milik jelas,13
2040,"Brengsek akun judi online, DUIT LU HARAM GOBLOK GA USAH SOK KERAS BABI, KELILIT UTANG MATI LU",1,berengsek akun judi online duit kamu haram goblok usah sok keras babi lilit utang mati kamu,16
2041,@ofMademoisaint @elinpokopants @Bethraine EH PLS ANJING LO MENGINJAK NAMA BAIK GUE BRENGSEK ADMIN,1,eh anjing kamu injak nama baik berengsek admin,8
2042,"sialan lu, bajingan lu, brengsek lu, taekk lu, ngajak ribut lu.",1,sial kamu bajing kamu berengsek kamu tai kamu ajak ribut kamu,11
2043,"@shikvnoin kesel lah. brengsek banget ni orang. gua minta maaf gadirespon, tapi kalo gua ga minta maaf, dia nya pasti tambah marah",0,kesal lah berengsek sangat nih orang minta maaf respons kalau minta maaf nya tambah marah,15
2044,"Tak semua pria itu BRENGSEK. Percayalah, ada pria yg baik di setiap sudut BUMI ini, tapi masalahnya bumi ini BULAT.",0,semua pria berengsek percaya pria baik sudut bumi masalah bumi bulat,11
2045,"Karna Brengsek tidak mengenal Jenis kelamin,Ras,Usia,Tahta dansebagainya !!!",0,berengsek kenal jenis kelamin ras usia tahta bagai,8
2046,Brengsek luw android kaga mau smooth. https://t.co/oVB3DjA3DZ,0,berengsek kamu android mau smooth,5
2047,@pelipurarra sy dulu emg brengsek tp setuju sm kata2 mbakny,0,dulu memang berengsek tuju sama kata mbak,7
2048,brengsek gemeteran...,0,berengsek gemetar,2
2049,Dua kali dikatain brengsek sama orang yang berbeda dan respon lu tetep konsisten. Dan lu diem aja. Dan dan dan kan bila esok datang kembali https://t.co/lHkorwzc0c,0,kali ejek berengsek sama orang beda respon kamu tetap konsisten kamu diam kan bila besok datang,16
2050,"Lagi ngalamin skrg. Temen kantor lg pada kaya anjing. Selama ini delusi aja ternyata, egois masing2. Brengsek. I'll turn the table soon.",0,alami sekarang teman kantor anjing lama delusi nyata egois masing berengsek i ll turn the table soon,17
2051,"salah satu actor yg lumayan bikin syok itu im siwan sih, dia dari awal film beneran ngeselin banget dan brengsek banget, padahal image dia tuh cowo yg friendly gemesh, tapi disini dia gila banget sih aktingnya",0,salah satu actor lumayan bikin syok im siwan sih awal film benar kesal sangat berengsek sangat padahal citra cowok friendly gemas sini gila sangat sih akting,26
2052,lagi ditunjukkin kalo org2 brengsek itu ada didkt lo,0,tunjuk kalau orang berengsek dekat kamu,6
2053,Brengsek sakit perut gue ngetawain ini,0,berengsek sakit perut tertawa,4
2054,@rmadaharsa @cimowrycake @horrotr yg brengsek ga diajak,0,berengsek ajak,2
2055,Yusril dan Iwan gonggong adalah manusia yang diciptakan untuk mempersulit hidup saya. Tapi mereka tidak brengsek!,0,yusril iwan gonggong manusia cipta sulit hidup berengsek,8
2056,"@jodanspace brengsek gt anjing mau secakep apapun lu tp klo kelakuan kaya kadal gurun dhlah bye, semoga cpet bucin jalur karma",1,berengsek anjing mau cakep apa kamu kalau laku kadal gurun sudah bye moga cepat budak cinta jalur karma,18
2057,gapapa sih gua kalo dia aktif bgt tp masalahnya dia maunya ama gua doang brengsek ama emaknye kaga mau,0,apa apa sih kalau aktif sangat masalah mau sama doang berengsek sama ibu mau,14
2058,Akhirnya kita hanya jadi manusia brengsek ketika berpisah.,0,akhir jadi manusia berengsek pisah,5
2059,galau banget brengsek,0,galau sangat berengsek,3
2060,brengsek gua tidur dri jam set 5 sampe jam 6 doang,0,berengsek tidur jam set jam doang,6
2061,"@bagaswira_ @bhoomidurga @karrywangJ hadeeh, orang bego kek lo mau berempati kayak apaan juga tetep aja keliatan sialan. mending lo diem aja deh drpd ngeluarin kalimat kalimat ga penting kek idup lo ini sampe repot repot bgt lo reply kucing ga masuk surga segala. laki laki brengsek.",1,aduh orang bodoh kamu mau empat kayak apa tetap lihat sial mending kamu diam deh keluar kalimat kalimat penting hidup kamu repot repot sangat kamu balas kucing masuk surga segala laki laki berengsek,33
2062,@gadeblazz @susipudjiastuti Sama aja cuma beda geng ajaðŸ˜†ðŸ¤£ðŸ˜‚ðŸ˜… Yunus Nusi dan Juni Rahman itu juga orang brengsek di PSSI dan 2 bajingan ini yang menggerakkan voter buat milih ET,1,sama cuma beda geng yunus nus juni rahman orang berengsek pssi bajing gerak voter buat pilih et,17
2063,"@Askrlfess eluuu brengsek, kalo sayang ya lo ga selingkuh dong tolol",1,kamu berengsek kalau sayang kamu selingkuh dong tolol,8
2064,@TxtZodiak Dih salah deh wkwk. Aku lebih takut sama temen brengsek dibanding diputusin pacar wkwkwk,0,ih salah deh wkwk aku lebih takut sama teman berengsek banding putus pacar wkwk,14
2065,@wdwdyi Kalo orangnya brengsek ya gpp lepasin. Jgn mau terus dalam hubungan toxic,0,kalau orang berengsek apa apa lepas jangan mau terus hubung toxic,11
2066,"@Askrlfess Hei kau manusia brengsek, larung dirimu sendiri ke laut sana. Tak pantas kau dapat dua2nya. Semoga karmamu segera kembali dengan rasa sakit yg dobel, karena kamu nyakitin dua orang sekaligus. Udah selingkuh, ga tau diri, ga punya otak. Otakmu dijual di rumah makan padang, he?",1,hai kamu manusia berengsek larung diri sendiri laut sana pantas kamu nya moga karma segera rasa sakit dobel kamu sakit orang sekaligus selingkuh tau diri punya otak otak kamu jual rumah makan padang he,34
2067,Brengsek baru baca. KENAPA SIH INI SERIUS BGT,0,berengsek baru baca sih serius sangat,6
2068,@Dodot98520278 @msaid_didu Yg takut siapa? Orang seperti @aniesbaswedan kok ditakuti. Bukan ditakuti tapi kami tidak mau di negeri ini dipimpin oleh orang brengsek seperti Anies. Liat @DKIJakarta yg berantakan ditangan Anies.,1,takut siapa orang kok takut bukan takut mau negeri pimpin orang berengsek anies lihat beranta tang anies,17
2069,"brengsek, pagi' gue dibikin nangis anjing",0,berengsek pagi buat tangis anjing,5
2070,"7B, Babi, Bangsat, Bajingan, Bangke, Brengsek, Biadab, Bego, Gue kesel banget anjinggggg",1,b babi bangsat bajing bangkai berengsek biadab bodoh kesal sangat anjing,11
2071,astaghfirullahaladzim ya allah gue di sekolah gamau nangisss ih brengsek,0,astaghfirullahaladzim allah sekolah mau tangis ih berengsek,7
2072,"@Askrlfess Orang selingkuh itu bukan salah pasangannya. Emang bajingan aja tapi denial, makanya menggunakan kekurangan pasangannya sebagai alasan. Karena mau pasangannya sempurna pun, kalau dasarnya udah brengsek mah ada aja alesannya",0,orang selingkuh bukan salah pasang memang bajing sangkal guna kurang pasang alas mau pasang sempurna kalau dasar berengsek alas,19
2073,"@untitled246 HALLAH! Palsuuuu. Mau ujungnya A I U E O atau apapun itu, kalo spek manusianya brengsek, ya tetep aja SAMPAH!!!",1,hal palsu mau ujung a i kamu e o apa kalau spesifikasi manusia berengsek tetap sampah,16
2074,@Askrlfess wkwk kalo emg brengsek mah brengsek aja gausah pake alesan,1,wkwk kalau memang berengsek berengsek usah pakai alas,8
2075,"BRENGSEK BRENGSEK BRENGSEK COWO BAJINGAN, GAAKAN GUE RESPON LAGI SIALAN",1,berengsek berengsek berengsek cowok bajing respon sial,7
2076,"OALAH ANJIR SALAH LIAT GUA, ternyata sepupunya si brengsek ini",1,walah anjir salah lihat nyata sepupu sih berengsek,8
2077,ekspetasi gue ketinggian brengsek,0,ekspektasi tinggi berengsek,3
2078,Dipertemukan dengan lelaki 'brengsek' agar mensyukuri lelaki baik itu ada dan kini sedang bersamaku,0,temu lelaki berengsek syukur lelaki baik kini sedang sama,9
2079,@Tan_Mar3M Digaji rakyat tp makin brengsek!,1,gaji rakyat makin berengsek,4
2080,Cowok ngeselin lu brengsek gue kesel banget ascend elu dan setekh wenut dan pupa bajingan lo anjiingggg. https://t.co/NAqrQphE3k,1,cowok kesal kamu berengsek kesal sangat ascend kamu setekh wenut pupa bajing kamu anjing,14
2081,@frecklescars meliburkan diri lo brengsek???,0,libur diri kamu berengsek,4
2082,NGOMONG APA SIH BRENGSEK ðŸ˜­,1,bicara apa sih berengsek,4
2083,"@binzumi fak COWOK BRENGSEK, aku akan tetap MEMBENCIMU.",0,fuck cowok berengsek aku tetap benci,6
2084,@echimbul BRENGSEK DIEM GAK,0,berengsek diam,2
2085,sumpahh dan lo beneran brengsek bgt,0,sumpah kamu benar berengsek sangat,5
2086,BRENGSEK AAAAAA AWAS AJA KALO KETEMU,0,berengsek aaaaaa awas kalau ketemu,5
2087,"@Askrlfess Masih pacar juga, bukan pasangan sah ðŸ™ƒ Kalau udah sah, ada tanggung jawab. Dan semisal dia tetep pilih pekerjaan daripada pasangan jawabannya ada 2: a) dia emang brengsek atau b) kamunya yang kurang bernilai buat dia",0,pacar bukan pasang sah kalau sah tanggung jawab misal tetap pilih kerja pasang jawab a memang berengsek b kamu kurang nila buat,22
2088,@quiwll @ssefnum brengsek lo pencemaran nama baik bgt,0,berengsek kamu cemar nama baik sangat,6
2089,@convomf ya gimana ya ni ondel ondel brengsek gue udah naik motor dia nyolek gue,0,bagaimana nih ondel ondel berengsek naik motor colek,8
2090,@FWBESS DASAR COWOK BRENGSEK KAYA ANJING. EMANG BENER SEMUA COWOK SAMA AJA BRENGSEKNYA,1,dasar cowok berengsek anjing memang benar semua cowok sama berengsek,10
2091,BRENGSEK GUE KETAWA BGT WUAKAKAKAKAK,0,berengsek tertawa sangat wkwk,4
2092,@bersxhka BRENGSEK LU,1,berengsek kamu,2
2093,@lazsitude @crestfallein emg lo cuma mau enaknya doang ! cwk brengsek !,0,memang kamu cuma mau enak doang cwk berengsek,8
2094,@Askrlfess Eh goblok? mikir sia teh bahlul! Udh mau tunangan means your age above 17 taonn OTAK DIPAKE JANCOK GOBLOK BAJINGAN BRENGSEK,1,eh goblok pikir kamu teh bahlul mau tunang means your age above tahun otak pakai jancuk goblok bajing berengsek,19
2095,Lu tuh minimal kalo udah jelek jangan jadi brengsek,1,kamu minimal kalau jelek jangan jadi berengsek,7
2096,BRENGSEK BANGET LU ANJ,1,berengsek sangat kamu anjing,4
2097,kata gue LO ANJING BANGET SPAM GAJELAS BABI BRENGSEK SAPA SIH ANJING https://t.co/7U99AEItP3,1,kata kamu anjing sangat spam jelas babi berengsek sapa sih anjing,11
2098,"Perkumpulan orang brengsek. Idih marco anjggg, rendy juga saattt bgsttt kasian itu haris gws bgt syaitonnnnn",1,kumpul orang berengsek idih marco anjing rendy saattt bangsat kasihan haris moga lekas sembuh sangat setan,16
2099,susah kalo udah punya penyakit BRENGSEK sejak lahir.,1,susah kalau punya sakit berengsek sejak lahir,7
2100,Sompret lu bong,1,sompret kamu bong,3
2101,@nmxjja Ya memang lu sompret gw sangat kesal,1,memang kamu sompret sangat kesal,5
2102,itu sompret pucet amat .kebanyakan ngemprut jgn2,1,sompret pucet banyak ngemprut jangan,5
2103,"sompret lu, kaga mau gua. Anti sama yg tonggos",0,sompret kamu mau anti sama tonggos,6
2104,"@bremngenggg Dihh gitu masa :( gaada lu ngabarin sompret, lu nya sibuk mulu",0,ih masa kamu kabar sompret kamu nya sibuk selalu,9
2105,@CNNIndonesia Sompret. Pada haus kuasa semua,0,sompret haus kuasa semua,4
2106,"@Eko86Putro @DokterTifa Dokter expired, Doktor DO, perawan tua gatel, jablay. SOMPRET deh semuanya.",1,dokter expired doktor do perawan tua gatal jablay sompret deh semua,11
2107,"@celedeng @Irwan2yah1 sompret, elo juga berasa jadi pahlawan",0,sompret kamu asa jadi pahlawan,5
2108,Kalau penulis si doel smart nah kalau penulis ic sompret,0,kalau tulis sih doel pintar nah kalau tulis ic sompret,10
2109,@TerasCLBK @MprAldo Sejarah apa? Coba lo jelaskan. Buat perbandingan analisa yg jelas. Uda tua kok masih bodoh aja. Haha. Sompret lu. Mending lo diem biar gak kliatan bodohnya.,1,sejarah apa coba kamu jelas buat banding analisa jelas tua kok bodoh haha sompret kamu mending kamu diam biar lihat bodoh,21
2110,sumpah sompret gw segabut itu kah? ga ada berita lain yang perlu disampaikan kah selain ini?,0,sumpah sompret segabut berita perlu sampai,6
2111,"Sompret, tidak jadi kumpulan, padahal aku sudah gosok baju",0,sompret jadi kumpul padahal aku gosok baju,7
2112,Eh sompret lu ngapa ribut aje dri kmren pengangguran lu ye krjanya ngurusin orang mulu..lo miskin derita lo makanya krj jgn ngetwet mulu bego,1,eh sompret kamu ribut kemarin anggur kamu iya kerja urus orang selalu kamu miskin derita kamu kerja jangan mentwit selalu bodoh,21
2113,"@mokhamadtoha2 Wajahnya emang udah jelek dr dulu, oplas pun udah ga nolong utk perbaiki wajahnya eehh pak jokowi yg disalahin, mending ratna sompret ini perbaiki akhlaknya drpd sibuk oplas wajah yg udah ga bakal ketolong",1,wajah memang jelek dulu operasi plastik nolong baik wajah eh bapak jokowi salah mending ratna sompret baik akhlak sibuk operasi plastik wajah bakal tolong,24
2114,"sompret lu emang ya, kalo ada masalah ngomong aja lu jarjit",0,sompret kamu memang kalau masalah bicara kamu jarjit,8
2115,hahaha sompret lu !!! Bukannya ngasihh semangat,0,haha sompret kamu bukan beri semangat,6
2116,sompret baru beres nyuci selimut malah gerimis mendung,0,sompret baru beres cuci selimut malah gerimis mendung,8
2117,Sompret namanya sama pula,0,sompret nama sama,3
2118,Sompret pada ga sengaja nge spill semua,0,sompret sengaja nge spill semua,5
2119,"ada temen ngomongin halal haram, diajakin ngebir hayuk, nilep hayuk, maksiat hayuk. Sompret lu",0,teman bicara halal haram ajak ngebir hayuk tilap hayuk maksiat hayuk sompret kamu,13
2120,"Sompret ni org. Jakarta udh sedikit maju dan berbenah, eh malah di tarik mundur ama dia. Rubuhin JIS sekalian, biar gk nanggung2",0,sompret nih orang jakarta sedikit maju benah eh malah tarik mundur sama roboh jis sekali biar tanggung,17
2121,Sompret bgt baru bulan pertama tahun 2023 udah kedatengan audit aja.,0,sompret sangat baru bulan pertama tahun datang audit,8
2122,"Di negeri ini lebih asiik memviralkan sadboy sompret, dan banyak hal yg bikin mual",0,negeri lebih asyik memviralkan sadboy sompret banyak bikin mual,9
2123,Sompret ini mah bukan soompi,0,sompret bukan soompi,3
2124,"Siapa sih ini orang? Sok2-an merasa sebagai? Hiiiii, sompret",0,siapa sih orang sok an rasa hiiiii sompret,8
2125,"kenal juga kaga sompret. Lo kolestrol sendiri aja, nyokap gw mah alhamdulillah kaga!",0,kenal sompret kamu kolestrol sendiri ibu alhamdulillah,7
2126,"Yang kunyuk lo, yang sompret lo. Emang dasarnya lo sintink.",1,kunyuk kamu sompret kamu memang dasar kamu sinting,8
2127,@ustadtengkuzul Hei tad..lu mikir pake otak ya…mereka itu di tembak mati oleh pemberontak …kalo lo jadi manusia gak bisa nolong atau bantu ..minimal lo jangan terlalu nyinyir jadi manusia..kayak lu gak bakalan kena musibah aja…otak lo pake sompret..,1,hai tad kamu pikir pakai otak tembak mati berontak kalau kamu jadi manusia nolong bantu minimal kamu jangan terlalu nyinyir jadi manusia kayak kamu kena musibah otak kamu pakai sompret,30
